timestamp,open,high,low,close,volume
2020-02-25 00:00:00+00:00,265.69,266.4,244.57,247.03,1563901.657
2020-02-26 00:00:00+00:00,247.03,250.54,215.75,224.1,2729291.802
2020-02-27 00:00:00+00:00,224.13,238.58,210.01,227.92,2374539.334
2020-02-28 00:00:00+00:00,227.93,234.93,214.25,227.09,2026863.186
2020-02-29 00:00:00+00:00,227.04,233.33,217.14,217.31,1309444.25
2020-03-01 00:00:00+00:00,217.37,228.0,212.33,218.01,1775078.523
2020-03-02 00:00:00+00:00,218.01,234.5,216.24,232.22,1604040.396
2020-03-03 00:00:00+00:00,232.24,232.67,220.21,224.1,1544830.651
2020-03-04 00:00:00+00:00,224.1,229.0,220.45,224.47,1027175.512
2020-03-05 00:00:00+00:00,224.43,234.26,224.43,228.64,1142530.928
2020-03-06 00:00:00+00:00,228.63,245.38,227.6,244.94,1307956.34
2020-03-07 00:00:00+00:00,244.97,251.8,236.3,237.34,1637057.953
2020-03-08 00:00:00+00:00,237.36,237.38,195.35,199.54,3150036.792
2020-03-09 00:00:00+00:00,199.54,208.65,190.02,203.02,3885205.704
2020-03-10 00:00:00+00:00,202.95,206.32,195.66,200.95,2008333.356
2020-03-11 00:00:00+00:00,200.9,203.26,181.88,194.81,2125322.09
2020-03-12 00:00:00+00:00,194.77,195.81,95.0,106.71,7116256.717
2020-03-13 00:00:00+00:00,106.97,323.0,84.23,134.13,6584772.112
2020-03-14 00:00:00+00:00,134.1,134.67,121.16,122.55,1845475.252
2020-03-15 00:00:00+00:00,122.56,133.85,120.4,123.89,1802030.406
2020-03-16 00:00:00+00:00,123.87,124.4,100.11,111.06,3622097.906
2020-03-17 00:00:00+00:00,111.04,121.55,109.34,115.68,2053691.349
2020-03-18 00:00:00+00:00,115.67,118.59,109.78,118.16,1583517.464
2020-03-19 00:00:00+00:00,118.12,143.34,115.5,136.42,2098800.654
2020-03-20 00:00:00+00:00,136.42,152.68,116.67,133.52,3128620.956
2020-03-21 00:00:00+00:00,133.48,137.58,125.58,132.67,1933564.299
2020-03-22 00:00:00+00:00,132.64,137.2,121.0,122.25,1724360.751
2020-03-23 00:00:00+00:00,122.27,137.67,119.0,135.96,1950909.243
2020-03-24 00:00:00+00:00,135.96,143.44,132.41,138.38,1745190.832
2020-03-25 00:00:00+00:00,138.39,142.46,132.36,136.1,1448291.794
2020-03-26 00:00:00+00:00,136.11,139.8,133.18,138.41,1069528.365
2020-03-27 00:00:00+00:00,138.36,141.44,129.16,131.27,1024307.98
2020-03-28 00:00:00+00:00,131.24,132.93,124.52,130.95,1335630.33
2020-03-29 00:00:00+00:00,130.97,131.77,123.74,124.4,848667.965
2020-03-30 00:00:00+00:00,124.42,135.13,123.93,132.04,1187536.733
2020-03-31 00:00:00+00:00,132.07,135.0,130.33,132.61,896493.378
2020-04-01 00:00:00+00:00,132.6,137.22,128.27,135.6,1143905.195
2020-04-02 00:00:00+00:00,135.6,149.97,135.0,141.3,1694646.358
2020-04-03 00:00:00+00:00,141.29,146.78,137.68,141.23,1307374.677
2020-04-04 00:00:00+00:00,141.2,146.14,138.79,144.02,977437.997
2020-04-05 00:00:00+00:00,143.97,145.52,140.6,142.59,780295.149
2020-04-06 00:00:00+00:00,142.59,171.99,142.51,171.15,2847455.204
2020-04-07 00:00:00+00:00,171.15,176.16,162.13,164.55,3033756.235
2020-04-08 00:00:00+00:00,164.56,174.59,163.55,173.19,1871521.554
2020-04-09 00:00:00+00:00,173.18,173.44,164.89,169.46,1307817.881
2020-04-10 00:00:00+00:00,169.48,170.1,152.0,157.69,2238955.865
2020-04-11 00:00:00+00:00,157.69,161.25,153.78,158.19,1157138.069
2020-04-12 00:00:00+00:00,158.21,164.9,154.85,158.72,1402479.422
2020-04-13 00:00:00+00:00,158.69,159.08,149.55,156.37,1787879.914
2020-04-14 00:00:00+00:00,156.38,161.83,155.07,158.43,1342786.247
2020-04-15 00:00:00+00:00,158.42,161.32,151.9,152.64,1352926.571
2020-04-16 00:00:00+00:00,152.64,174.92,148.07,172.27,3073088.701
2020-04-17 00:00:00+00:00,172.31,174.88,168.21,170.56,1341267.776
2020-04-18 00:00:00+00:00,170.56,189.68,170.28,187.48,2159964.294
2020-04-19 00:00:00+00:00,187.52,188.3,176.27,179.97,2326412.534
2020-04-20 00:00:00+00:00,179.96,186.47,166.6,170.19,3452651.911
2020-04-21 00:00:00+00:00,170.19,174.63,167.92,170.66,2195445.346
2020-04-22 00:00:00+00:00,170.66,183.98,169.8,182.63,2433000.659
2020-04-23 00:00:00+00:00,182.63,194.4,178.0,185.53,3351092.377
2020-04-24 00:00:00+00:00,185.54,189.77,184.49,187.65,1865428.754
2020-04-25 00:00:00+00:00,187.67,198.53,185.7,194.25,2370712.476
2020-04-26 00:00:00+00:00,194.22,199.99,192.27,197.46,2056340.656
2020-04-27 00:00:00+00:00,197.46,199.0,189.51,196.37,2321318.544
2020-04-28 00:00:00+00:00,196.39,197.72,192.28,196.31,1903267.47
2020-04-29 00:00:00+00:00,196.34,219.5,196.31,215.5,3776173.452
2020-04-30 00:00:00+00:00,215.5,227.5,201.9,206.22,4371759.191
2020-05-01 00:00:00+00:00,206.21,217.49,206.12,212.22,1902796.913
2020-05-02 00:00:00+00:00,212.21,215.63,210.55,213.99,1246430.868
2020-05-03 00:00:00+00:00,213.99,219.84,205.0,209.95,1688070.223
2020-05-04 00:00:00+00:00,209.94,210.83,195.1,206.73,2313604.876
2020-05-05 00:00:00+00:00,206.69,212.02,201.14,205.39,1814876.244
2020-05-06 00:00:00+00:00,205.36,211.13,198.04,199.06,1868966.306
2020-05-07 00:00:00+00:00,199.09,215.63,196.14,212.25,2470908.382
2020-05-08 00:00:00+00:00,212.25,216.95,207.01,211.47,1698296.769
2020-05-09 00:00:00+00:00,211.47,214.81,208.3,210.31,1444064.449
2020-05-10 00:00:00+00:00,210.32,210.36,177.89,187.52,3056317.482
2020-05-11 00:00:00+00:00,187.48,193.44,175.5,185.69,2311029.197
2020-05-12 00:00:00+00:00,185.68,192.31,185.4,189.64,1261058.639
2020-05-13 00:00:00+00:00,189.64,200.95,187.64,199.54,1373737.58
2020-05-14 00:00:00+00:00,199.53,205.95,195.56,203.13,1892551.091
2020-05-15 00:00:00+00:00,203.1,203.99,191.21,194.71,1377796.956
2020-05-16 00:00:00+00:00,194.72,203.46,193.2,200.39,1100996.922
2020-05-17 00:00:00+00:00,200.4,210.16,199.5,206.93,1067367.779
2020-05-18 00:00:00+00:00,206.9,217.2,206.9,214.83,1527493.953
2020-05-19 00:00:00+00:00,214.83,215.99,209.32,214.7,1209630.47
2020-05-20 00:00:00+00:00,214.69,215.85,206.02,209.96,1322809.976
2020-05-21 00:00:00+00:00,209.99,211.69,191.61,198.68,1812327.033
2020-05-22 00:00:00+00:00,198.69,209.22,195.95,207.28,1415586.292
2020-05-23 00:00:00+00:00,207.31,211.2,204.47,206.51,1093535.486
2020-05-24 00:00:00+00:00,206.46,210.54,199.24,199.7,1534431.164
2020-05-25 00:00:00+00:00,199.7,205.66,197.72,204.1,992843.927
2020-05-26 00:00:00+00:00,204.1,205.05,196.68,200.91,1053386.195
2020-05-27 00:00:00+00:00,200.89,208.48,200.69,208.27,949312.616
2020-05-28 00:00:00+00:00,208.27,220.79,204.55,220.32,1302485.446
2020-05-29 00:00:00+00:00,220.31,225.0,217.0,220.65,1412528.305
2020-05-30 00:00:00+00:00,220.65,247.85,218.77,243.74,2496490.987
2020-05-31 00:00:00+00:00,243.73,245.3,229.54,231.55,2064900.485
2020-06-01 00:00:00+00:00,231.55,252.8,230.61,248.9,2168854.578
2020-06-02 00:00:00+00:00,248.91,254.48,220.0,237.73,1997511.516
2020-06-03 00:00:00+00:00,237.74,245.23,233.3,244.52,1177836.333
2020-06-04 00:00:00+00:00,244.52,246.7,235.75,243.28,1658566.857
2020-06-05 00:00:00+00:00,243.29,248.36,238.68,240.13,1287620.696
2020-06-06 00:00:00+00:00,240.12,244.89,237.91,242.05,838620.358
2020-06-07 00:00:00+00:00,242.06,245.61,234.64,244.66,1343974.146
2020-06-08 00:00:00+00:00,244.67,248.05,241.04,246.65,857037.392
2020-06-09 00:00:00+00:00,246.64,250.1,237.3,243.98,1120313.696
2020-06-10 00:00:00+00:00,243.98,251.0,241.0,247.95,1101191.092
2020-06-11 00:00:00+00:00,247.95,250.34,225.33,230.48,1937518.384
2020-06-12 00:00:00+00:00,230.48,239.38,228.3,237.46,958938.087
2020-06-13 00:00:00+00:00,237.47,238.88,234.6,238.17,562091.362
2020-06-14 00:00:00+00:00,238.14,238.59,229.9,231.92,787142.212
2020-06-15 00:00:00+00:00,231.92,233.64,218.02,230.86,1960437.997
2020-06-16 00:00:00+00:00,230.85,236.0,228.75,235.22,989098.472
2020-06-17 00:00:00+00:00,235.22,237.5,227.47,233.75,1098414.164
2020-06-18 00:00:00+00:00,233.73,234.7,227.81,231.26,722224.653
2020-06-19 00:00:00+00:00,231.26,232.0,226.02,228.97,875231.698
2020-06-20 00:00:00+00:00,228.98,230.8,225.07,228.85,690552.179
2020-06-21 00:00:00+00:00,228.84,231.4,227.06,228.08,480312.941
2020-06-22 00:00:00+00:00,228.07,247.0,227.5,243.14,1580083.705
2020-06-23 00:00:00+00:00,243.13,244.9,240.7,243.12,880274.162
2020-06-24 00:00:00+00:00,243.13,249.41,231.0,234.54,1872960.153
2020-06-25 00:00:00+00:00,234.54,235.5,227.53,232.5,1051198.67
2020-06-26 00:00:00+00:00,232.5,233.65,227.67,229.66,1096114.911
2020-06-27 00:00:00+00:00,229.65,231.4,213.59,220.94,1316665.336
2020-06-28 00:00:00+00:00,220.95,227.9,217.81,224.96,967586.374
2020-06-29 00:00:00+00:00,224.93,230.13,221.11,227.95,1101723.749
2020-06-30 00:00:00+00:00,227.95,228.73,223.0,225.56,843327.995
2020-07-01 00:00:00+00:00,225.56,232.78,224.01,231.03,980442.364
2020-07-02 00:00:00+00:00,231.02,231.99,222.76,226.54,1305858.588
2020-07-03 00:00:00+00:00,226.54,228.17,224.11,224.83,579175.291
2020-07-04 00:00:00+00:00,224.82,230.77,224.31,229.2,534507.407
2020-07-05 00:00:00+00:00,229.21,229.88,223.26,227.61,681239.534
2020-07-06 00:00:00+00:00,227.61,242.32,226.89,241.63,1361794.882
2020-07-07 00:00:00+00:00,241.66,243.9,234.44,239.45,1024076.026
2020-07-08 00:00:00+00:00,239.45,249.0,237.75,247.14,1430997.143
2020-07-09 00:00:00+00:00,247.1,247.94,238.04,242.01,1407925.425
2020-07-10 00:00:00+00:00,242.0,242.25,235.73,241.37,789372.278
2020-07-11 00:00:00+00:00,241.38,241.79,237.61,239.25,478752.331
2020-07-12 00:00:00+00:00,239.25,244.35,236.0,242.82,899578.746
2020-07-13 00:00:00+00:00,242.82,245.56,237.3,239.6,1099518.478
2020-07-14 00:00:00+00:00,239.6,242.24,236.74,240.56,724653.885
2020-07-15 00:00:00+00:00,240.57,241.5,236.9,238.59,529634.834
2020-07-16 00:00:00+00:00,238.59,239.58,229.84,233.74,1047566.611
2020-07-17 00:00:00+00:00,233.75,235.05,231.81,232.72,557216.722
2020-07-18 00:00:00+00:00,232.72,236.95,232.35,235.69,466496.509
2020-07-19 00:00:00+00:00,235.69,239.93,233.28,239.19,573124.068
2020-07-20 00:00:00+00:00,239.18,239.81,234.0,236.03,693643.358
2020-07-21 00:00:00+00:00,236.02,246.87,235.52,245.56,1191285.53
2020-07-22 00:00:00+00:00,245.56,270.8,241.52,264.27,1647528.096
2020-07-23 00:00:00+00:00,264.3,280.48,259.86,275.56,2725687.424
2020-07-24 00:00:00+00:00,275.5,287.76,268.32,279.45,2651233.303
2020-07-25 00:00:00+00:00,279.45,309.39,279.28,305.64,3122852.128
2020-07-26 00:00:00+00:00,305.58,321.99,299.18,311.41,3709687.999
2020-07-27 00:00:00+00:00,311.36,335.0,311.0,322.33,5017477.237
2020-07-28 00:00:00+00:00,322.3,327.47,306.02,317.21,2856472.08
2020-07-29 00:00:00+00:00,317.19,325.99,313.0,318.12,1890408.946
2020-07-30 00:00:00+00:00,318.12,343.38,314.06,335.3,2332715.926
2020-07-31 00:00:00+00:00,335.31,349.83,329.0,346.42,2671758.151
2020-08-01 00:00:00+00:00,346.42,394.8,343.4,387.24,4026011.453
2020-08-02 00:00:00+00:00,387.25,418.49,302.0,372.85,6320469.19
2020-08-03 00:00:00+00:00,372.86,398.59,366.66,386.2,3020910.903
2020-08-04 00:00:00+00:00,386.19,403.88,380.66,390.1,2702153.264
2020-08-05 00:00:00+00:00,390.02,407.88,384.31,400.95,2378190.463
2020-08-06 00:00:00+00:00,400.94,404.25,390.6,395.09,1643305.55
2020-08-07 00:00:00+00:00,395.1,398.86,361.27,379.63,2591811.422
2020-08-08 00:00:00+00:00,379.62,397.75,376.11,397.48,1345421.828
2020-08-09 00:00:00+00:00,397.56,400.73,383.75,390.54,1457418.137
2020-08-10 00:00:00+00:00,390.54,400.7,384.34,395.83,1547750.272
2020-08-11 00:00:00+00:00,395.83,398.78,367.0,379.3,2199154.835
2020-08-12 00:00:00+00:00,379.34,389.75,366.05,387.46,1576215.436
2020-08-13 00:00:00+00:00,387.51,432.25,376.77,425.34,3595989.078
2020-08-14 00:00:00+00:00,425.27,445.66,418.0,438.84,2795449.786
2020-08-15 00:00:00+00:00,438.71,443.9,426.68,432.75,1729353.597
2020-08-16 00:00:00+00:00,432.78,437.71,413.01,434.19,1739365.364
2020-08-17 00:00:00+00:00,434.19,449.0,421.01,431.33,2238985.81
2020-08-18 00:00:00+00:00,431.31,434.5,414.0,422.36,1639582.806
2020-08-19 00:00:00+00:00,422.33,427.1,393.28,407.65,2392945.29
2020-08-20 00:00:00+00:00,407.63,419.48,402.41,416.29,1235515.836
2020-08-21 00:00:00+00:00,416.3,418.95,385.09,388.25,1870166.525
2020-08-22 00:00:00+00:00,388.27,397.34,380.0,395.44,1122107.661
2020-08-23 00:00:00+00:00,395.44,397.2,383.69,391.0,892915.856
2020-08-24 00:00:00+00:00,391.0,410.7,387.64,407.94,1323796.078
2020-08-25 00:00:00+00:00,407.91,409.43,370.14,383.11,2394641.047
2020-08-26 00:00:00+00:00,383.07,393.44,377.63,386.02,1390706.382
2020-08-27 00:00:00+00:00,386.02,397.38,371.31,383.6,1885062.888
2020-08-28 00:00:00+00:00,383.58,398.8,379.94,395.14,1161424.748
2020-08-29 00:00:00+00:00,395.16,405.8,391.81,398.66,987943.95
2020-08-30 00:00:00+00:00,398.71,430.28,398.37,429.11,1442892.512
2020-08-31 00:00:00+00:00,429.12,439.49,418.2,434.03,1643669.582
2020-09-01 00:00:00+00:00,434.03,489.32,429.25,475.61,3265577.517
2020-09-02 00:00:00+00:00,475.7,482.44,418.3,439.75,4128002.108
2020-09-03 00:00:00+00:00,439.74,450.91,371.0,381.62,4981606.249
2020-09-04 00:00:00+00:00,381.52,400.63,356.14,385.2,3806408.61
2020-09-05 00:00:00+00:00,385.24,394.89,307.36,334.85,5792598.731
2020-09-06 00:00:00+00:00,334.85,360.0,316.03,352.69,3681811.956
2020-09-07 00:00:00+00:00,352.62,358.48,323.02,353.49,3268150.18
2020-09-08 00:00:00+00:00,353.49,356.67,325.0,337.32,3008960.497
2020-09-09 00:00:00+00:00,337.38,359.0,330.58,350.65,1732784.863
2020-09-10 00:00:00+00:00,350.58,377.0,349.66,367.69,2855720.317
2020-09-11 00:00:00+00:00,367.69,375.07,355.6,373.45,1837058.853
2020-09-12 00:00:00+00:00,373.42,388.36,364.43,387.65,1472243.835
2020-09-13 00:00:00+00:00,387.58,390.45,353.12,366.24,2318465.664
2020-09-14 00:00:00+00:00,366.24,384.42,355.48,377.13,2243256.424
2020-09-15 00:00:00+00:00,377.13,382.49,362.29,364.06,2013169.525
2020-09-16 00:00:00+00:00,364.0,373.3,354.75,364.95,1911187.036
2020-09-17 00:00:00+00:00,364.97,394.07,363.1,389.24,2807865.002
2020-09-18 00:00:00+00:00,389.23,392.43,375.39,384.44,1502040.045
2020-09-19 00:00:00+00:00,384.43,388.71,376.67,384.96,923238.785
2020-09-20 00:00:00+00:00,384.95,385.33,364.52,370.85,1347492.449
2020-09-21 00:00:00+00:00,370.86,377.2,330.66,340.19,3292780.639
2020-09-22 00:00:00+00:00,340.19,346.75,335.27,344.06,2105741.952
2020-09-23 00:00:00+00:00,344.05,344.6,312.36,320.64,2547487.165
2020-09-24 00:00:00+00:00,320.64,353.09,316.37,348.77,2679663.06
2020-09-25 00:00:00+00:00,348.73,357.88,337.5,351.88,2148472.096
2020-09-26 00:00:00+00:00,351.88,356.58,345.76,353.88,1293348.016
2020-09-27 00:00:00+00:00,353.89,362.22,346.79,357.4,1563883.714
2020-09-28 00:00:00+00:00,357.29,368.45,351.6,353.85,1849537.469
2020-09-29 00:00:00+00:00,353.84,360.55,350.07,359.7,1437671.627
2020-09-30 00:00:00+00:00,359.7,361.55,351.02,359.71,1168055.491
2020-10-01 00:00:00+00:00,359.71,370.44,345.1,352.53,2088409.078
2020-10-02 00:00:00+00:00,352.54,354.34,334.01,345.41,1991868.507
2020-10-03 00:00:00+00:00,345.44,350.86,343.38,345.72,824121.901
2020-10-04 00:00:00+00:00,345.69,354.3,343.68,352.23,994011.923
2020-10-05 00:00:00+00:00,352.15,356.51,348.2,353.45,979059.824
2020-10-06 00:00:00+00:00,353.45,354.95,336.44,340.65,1685300.902
2020-10-07 00:00:00+00:00,340.66,342.9,332.22,341.41,1228735.001
2020-10-08 00:00:00+00:00,341.42,353.43,333.88,351.08,1560418.728
2020-10-09 00:00:00+00:00,351.07,368.3,347.26,365.04,1327626.268
2020-10-10 00:00:00+00:00,365.03,378.7,364.71,370.68,1467956.111
2020-10-11 00:00:00+00:00,370.68,378.1,369.07,374.39,1029589.464
2020-10-12 00:00:00+00:00,374.39,395.43,365.5,386.73,2084977.674
2020-10-13 00:00:00+00:00,386.72,388.15,374.25,381.12,1684066.814
2020-10-14 00:00:00+00:00,381.11,387.72,373.12,378.75,1534026.379
2020-10-15 00:00:00+00:00,378.75,382.6,369.5,377.63,1617436.212
2020-10-16 00:00:00+00:00,377.63,379.92,360.53,365.41,1864106.37
2020-10-17 00:00:00+00:00,365.42,370.91,363.19,368.26,710651.199
2020-10-18 00:00:00+00:00,368.26,378.8,367.16,378.29,806637.483
2020-10-19 00:00:00+00:00,378.28,384.53,372.72,379.47,1306013.625
2020-10-20 00:00:00+00:00,379.47,381.19,364.9,368.74,1662321.815
2020-10-21 00:00:00+00:00,368.74,402.8,367.9,390.96,3345842.465
2020-10-22 00:00:00+00:00,390.95,421.9,390.57,414.39,3018734.084
2020-10-23 00:00:00+00:00,414.38,419.99,401.82,409.4,2104662.195
2020-10-24 00:00:00+00:00,409.41,417.16,407.33,412.34,1329608.93
2020-10-25 00:00:00+00:00,412.34,417.89,402.6,406.14,1346452.607
2020-10-26 00:00:00+00:00,406.14,411.18,382.18,392.43,2786314.677
2020-10-27 00:00:00+00:00,392.43,410.58,390.0,403.6,2401387.34
2020-10-28 00:00:00+00:00,403.59,409.65,379.28,388.17,2723288.874
2020-10-29 00:00:00+00:00,388.17,394.27,380.5,386.94,1923941.877
2020-10-30 00:00:00+00:00,386.94,392.1,373.03,382.4,2280687.856
2020-10-31 00:00:00+00:00,382.49,394.14,380.14,386.29,1672781.766
2020-11-01 00:00:00+00:00,386.28,398.0,384.32,396.82,1414350.496
2020-11-02 00:00:00+00:00,396.9,405.0,377.71,383.16,2316121.967
2020-11-03 00:00:00+00:00,383.16,390.28,370.0,388.11,2031329.509
2020-11-04 00:00:00+00:00,388.11,408.99,375.71,402.92,3120949.65
2020-11-05 00:00:00+00:00,402.95,423.79,395.89,417.14,4634761.389
2020-11-06 00:00:00+00:00,417.13,459.0,414.81,456.38,5106137.581
2020-11-07 00:00:00+00:00,456.38,469.74,423.7,435.58,5035309.468
2020-11-08 00:00:00+00:00,435.64,461.1,432.33,454.75,2450451.528
2020-11-09 00:00:00+00:00,454.74,459.9,433.76,444.72,3414860.603
2020-11-10 00:00:00+00:00,444.73,455.82,439.07,450.67,2457157.259
2020-11-11 00:00:00+00:00,450.67,476.89,449.69,463.35,3760142.204
2020-11-12 00:00:00+00:00,463.34,470.83,451.09,462.68,3184836.866
2020-11-13 00:00:00+00:00,462.69,479.0,457.25,476.8,3013056.859
2020-11-14 00:00:00+00:00,476.8,478.1,451.97,461.0,2199594.275
2020-11-15 00:00:00+00:00,461.02,462.96,440.1,448.16,2039952.113
2020-11-16 00:00:00+00:00,448.16,466.6,445.53,460.72,2458564.459
2020-11-17 00:00:00+00:00,460.7,485.93,460.0,482.49,3589150.001
2020-11-18 00:00:00+00:00,482.56,497.0,455.0,478.61,5265683.829
2020-11-19 00:00:00+00:00,478.6,480.68,465.15,471.38,2320768.365
2020-11-20 00:00:00+00:00,471.38,514.52,471.01,510.37,4646610.69
2020-11-21 00:00:00+00:00,510.43,555.44,502.8,554.1,5113556.271
2020-11-22 00:00:00+00:00,554.04,582.93,511.0,560.42,7317045.59
2020-11-23 00:00:00+00:00,560.41,611.88,550.81,609.12,7475301.504
2020-11-24 00:00:00+00:00,609.12,624.65,586.15,605.72,5651528.809
2020-11-25 00:00:00+00:00,605.71,607.09,555.0,569.79,4433328.336
2020-11-26 00:00:00+00:00,569.79,577.53,480.12,520.25,9591594.788
2020-11-27 00:00:00+00:00,520.2,530.83,493.8,518.92,3685801.761
2020-11-28 00:00:00+00:00,518.89,548.0,507.0,537.46,2832550.126
2020-11-29 00:00:00+00:00,537.37,577.0,530.5,576.38,2762989.981
2020-11-30 00:00:00+00:00,576.38,617.53,570.9,617.42,4836853.473
2020-12-01 00:00:00+00:00,617.5,638.66,558.0,585.98,7059013.364
2020-12-02 00:00:00+00:00,585.92,605.88,574.73,596.96,3460094.906
2020-12-03 00:00:00+00:00,596.96,624.7,585.95,616.2,2791753.902
2020-12-04 00:00:00+00:00,616.21,620.99,564.91,567.68,3251195.251
2020-12-05 00:00:00+00:00,567.69,598.2,561.06,596.97,2107815.29
2020-12-06 00:00:00+00:00,596.98,607.93,583.2,601.86,2030749.593
2020-12-07 00:00:00+00:00,601.86,603.63,584.67,591.84,1665460.089
2020-12-08 00:00:00+00:00,591.84,595.75,548.0,555.17,3233758.126
2020-12-09 00:00:00+00:00,555.08,578.62,531.0,573.27,3460599.61
2020-12-10 00:00:00+00:00,573.28,575.67,548.52,559.71,2293137.506
2020-12-11 00:00:00+00:00,559.69,561.37,533.11,544.74,2929601.56
2020-12-12 00:00:00+00:00,544.8,574.0,543.34,568.34,1764546.873
2020-12-13 00:00:00+00:00,568.3,595.47,563.11,590.91,2311572.28
2020-12-14 00:00:00+00:00,590.92,591.63,575.57,586.33,1808415.505
2020-12-15 00:00:00+00:00,586.32,598.0,579.0,588.8,1866136.289
2020-12-16 00:00:00+00:00,588.8,640.47,581.04,637.8,3634225.42
2020-12-17 00:00:00+00:00,637.79,678.2,625.0,643.12,6624640.551
2020-12-18 00:00:00+00:00,643.09,665.85,630.1,654.51,2995266.462
2020-12-19 00:00:00+00:00,654.44,671.95,646.0,658.81,2635211.184
2020-12-20 00:00:00+00:00,658.82,662.99,620.93,638.27,2759178.686
2020-12-21 00:00:00+00:00,638.25,648.88,595.54,608.18,3621682.355
2020-12-22 00:00:00+00:00,608.24,638.7,588.41,637.2,3285945.398
2020-12-23 00:00:00+00:00,637.2,639.54,546.81,585.34,4594542.183
2020-12-24 00:00:00+00:00,585.49,615.42,565.2,612.31,3154682.001
2020-12-25 00:00:00+00:00,612.31,634.96,604.5,627.18,2623370.085
