timestamp,annualized_carry,rolling30d
2020-01-01 00:00:00+00:00,0.004485850000000012,
2020-01-02 00:00:00+00:00,0.09142155000000002,
2020-01-03 00:00:00+00:00,0.10950000000000001,
2020-01-04 00:00:00+00:00,0.10950000000000001,
2020-01-05 00:00:00+00:00,0.10950000000000001,
2020-01-06 00:00:00+00:00,0.10950000000000001,
2020-01-07 00:00:00+00:00,0.10950000000000001,
2020-01-08 00:00:00+00:00,0.10950000000000001,
2020-01-09 00:00:00+00:00,0.10950000000000001,
2020-01-10 00:00:00+00:00,0.10950000000000001,
2020-01-11 00:00:00+00:00,0.10950000000000001,
2020-01-12 00:00:00+00:00,0.10950000000000001,
2020-01-13 00:00:00+00:00,0.10950000000000001,
2020-01-14 00:00:00+00:00,0.10950000000000001,
2020-01-15 00:00:00+00:00,0.23225315,
2020-01-16 00:00:00+00:00,0.35701014999999997,
2020-01-17 00:00:00+00:00,0.17921135,
2020-01-18 00:00:00+00:00,0.1132011,
2020-01-19 00:00:00+00:00,0.3225322500000001,
2020-01-20 00:00:00+00:00,0.5115329,
2020-01-21 00:00:00+00:00,0.20836755,
2020-01-22 00:00:00+00:00,0.1290275,
2020-01-23 00:00:00+00:00,0.15327810000000003,
2020-01-24 00:00:00+00:00,0.22186524999999999,
2020-01-25 00:00:00+00:00,0.17444445,
2020-01-26 00:00:00+00:00,0.2494629,
2020-01-27 00:00:00+00:00,0.10950000000000001,
2020-01-28 00:00:00+00:00,0.55175955,
2020-01-29 00:00:00+00:00,1.03644305,
2020-01-30 00:00:00+00:00,0.5799521499999999,0.21799162666666666
2020-01-31 00:00:00+00:00,1.12546655,0.25535765
2020-02-01 00:00:00+00:00,0.7141079,0.2761138616666667
2020-02-02 00:00:00+00:00,0.2238472,0.279925435
2020-02-03 00:00:00+00:00,0.10950000000000001,0.279925435
2020-02-04 00:00:00+00:00,0.3309747,0.287307925
2020-02-05 00:00:00+00:00,0.42162974999999997,0.29771225
2020-02-06 00:00:00+00:00,0.88774205,0.32365365166666665
2020-02-07 00:00:00+00:00,0.3409319,0.33136804833333333
2020-02-08 00:00:00+00:00,0.3058043,0.337911525
2020-02-09 00:00:00+00:00,1.0822760999999999,0.37033739499999996
2020-02-10 00:00:00+00:00,2.26235395,0.4420991933333333
2020-02-11 00:00:00+00:00,1.3743490999999999,0.48426083
2020-02-12 00:00:00+00:00,2.9223506,0.5780225166666667
2020-02-13 00:00:00+00:00,1.6057518,0.6278975766666667
2020-02-14 00:00:00+00:00,1.14337345,0.6582682533333333
2020-02-15 00:00:00+00:00,1.0961351499999998,0.6829057533333333
2020-02-16 00:00:00+00:00,1.0828199499999998,0.71302604
2020-02-17 00:00:00+00:00,0.7516590999999999,0.7343079733333333
2020-02-18 00:00:00+00:00,0.21989789999999998,0.7308868283333333
2020-02-19 00:00:00+00:00,0.86030865,0.7425126866666666
2020-02-20 00:00:00+00:00,0.30419464999999996,0.7457069233333333
2020-02-21 00:00:00+00:00,0.6600988499999999,0.7634093016666667
2020-02-22 00:00:00+00:00,0.5617788,0.7770259916666666
2020-02-23 00:00:00+00:00,0.61606525,0.7901659916666666
2020-02-24 00:00:00+00:00,0.4096176,0.7980050966666666
2020-02-25 00:00:00+00:00,0.45278615,0.8047825383333332
2020-02-26 00:00:00+00:00,0.7242622000000001,0.8252746116666666
